text,label
【小红书】🔥 您关注的博主“美食探险家”发布了新笔记：《人均50元！挖到一家超赞的街角宝藏日料店！》,低优先级/垃圾
拼多多：你的好友“一起发财”送你一个大红包，就差你一人助力即可提现！速来！💰 https://p.dd.com/xyz,低优先级/垃圾
【支付宝】安全校验：您正在进行支付，动态码为 883921，10分钟内有效，任何索要均为诈骗。,高优先级
老板：项目计划有变，下午3点会议室碰一下，收到请回复。,中优先级
系统设置：存储空间严重不足。部分系统功能可能无法正常工作。请立即清理空间。,高优先级
【支付宝】安全提醒：您的账户于 22:15 在一台新的 iPhone 15 Pro 设备上登录。如果不是您本人操作，请立即修改密码。,高优先级
【原神】2.8版本「夏日！海岛？大冒险！」现已开启！全新角色、限定活动等你体验，登录即送原石*300！点击下载>> ys.mihoyo.com,低优先级/垃圾
【系统更新】检测到新的 Android 14 系统更新。大小为1.2GB，建议在Wi-Fi环境下下载并安装以获取最新功能和安全补丁。,中优先级
携程旅行：尊敬的旅客，您预订的 CA1588 航班（北京-上海）将于今天 19:30 起飞，请提前2小时到达机场办理登机手续。,高优先级
QQ | 妈妈：今天晚上回家吃饭吗？我做了你爱吃的红烧肉。,中优先级
【京东】百亿补贴狂欢！您关注的AirPods Pro降价200元，仅剩3小时！立即抢购，错过等一年！👉 https://jd.com/promo/xxxx,低优先级/垃圾
顺丰速运：【派送提醒】您尾号5678的快件正在派送中，派送员：王师傅 188********，预计今天17:00前送达，请保持电话畅通。,中优先级
中国移动：温馨提示，截至今日14:00，您本月套餐内高速流量仅剩不足500MB，超出后将降速。,中优先级
老板：下午3点来我办公室一下，带上季度报告。,高优先级
~中国移动~ 您正在办理“流量叠加包”业务，短信验证码为 83742，有效期2分钟。,高优先级
【顺丰速运】快件(SF102938...)预计今天18:00前送达，请保持电话畅通。快递员：王师傅 138********。,中优先级
微信 - 妈妈：(未接语音通话) 刚刚,高优先级
【抖音】您的登录动态码为 8920 (5分钟内有效)。为保障您的帐号安全，请勿向他人泄漏。,高优先级
飞书 | 老板: @全体成员 项目计划有变，我把新的文档发群里了，大家今天下班前看一下，明天早上开会同步。,中优先级
【支付宝】您的账户于 刚刚 在一台新的设备上登录，如非本人操作，请立即修改密码或冻结账户。,高优先级
携程旅行：尊敬的旅客，您预订的HU7801航班（北京-上海）将于明日08:30起飞，现已开放网上值机，建议您提前办理。,高优先级
张三：@全体成员 项目的最终版方案我已经上传到共享盘了，大家注意查收。,中优先级
微信支付：收款到账 ¥88.00，来自“快乐的小鱼”。3分钟前,高优先级
"【中国建设银行】您尾号为6789的账户于11月03日18:05入账工资人民币9,850.00元，当前余额25,432.10元。[建设银行]",高优先级
[QQ] (群消息) 技术交流中心(35/100): 李四：@全体成员 晚上有空一起打游戏吗？我新买了《艾尔登法环》。,中优先级
【Apple】您的 Apple ID (j***@icloud.com) 于 11月5日 在一台新的 Windows 设备上登录。如果这不是您本人操作，请立即访问 iforgot.apple.com 重设密码。,高优先级
京东物流：您在京东购买的商品(订单号: 258...963)已由本人签收。感谢您的惠顾，期待您的评价！,中优先级
中国联通：沃们这儿福利多！升级您的5G套餐，每月加10元即可享30GB额外流量和视频会员，回复Y办理。,低优先级/垃圾
妈妈：晚上回家吃饭吗？我做了你爱吃的红烧鱼。,中优先级
【携程旅行】尊敬的旅客，您预订的HU7603航班（北京-上海）即将开始登机，请尽快前往A21登机口。祝您旅途愉快！✈️,高优先级
钉钉 | 人事行政部：【通知】关于2023年国庆节放假安排的通知，请各位同事查收并提前安排好工作。详情请点击查看：https://ding.biz/xxxx,中优先级
【企业微信】人事：@所有人 关于2024年元旦放假安排的通知已发布，请各位同事在“公告”中查阅。,中优先级
【顺丰速运】您的快件(SF123456789)正在派送中，派件员：张师傅 电话：138****1234，请您保持电话畅通。📦,中优先级
【安全中心】风险提示：您的账户尝试在非常用设备(iPhone 15 Pro)登录，若非本人操作，请立即冻结账户。,高优先级
"未接来电：+86 177****5678 (未知号码), 5分钟前",高优先级
【微信】微信已在新的设备上登录。登录设备：Windows 10。如果不是你本人操作，你的密码可能已泄露。,中优先级
飞书 | 研发部 | 李四：@王五 接口文档已更新至最新版，麻烦前端同学尽快联调。,中优先级
【中国移动】5G新春特惠！现在升级5G套餐，每月仅需59元即可享100G超大流量和500分钟通话！回复888办理。,低优先级/垃圾
【拼多多】您的好友给你发了一个现金大红包！快来和我一起领，最高800元！立即领取 -> https://pdd.com/xxxx,低优先级/垃圾
~原神~ 版本更新维护通知：亲爱的旅行者，为了给您带来更好的游戏体验，制作组将于11月3日 06:00-11:00进行停服维护，请您提前安排好游戏时间。,中优先级
【淘宝】双11狂欢开启！您购物车里的宝贝正在打折，超多红包等你来抢，立即查看>> https://s.tb.cn/xxxx,低优先级/垃圾
企业微信 | HR: 【审批结果】您提交的“调休申请”已由 王经理 审批通过。,中优先级
【中国建设银行】龙卡星期六，优惠享不停！每周六在指定商户消费，使用建行信用卡支付满100减50！活动详情请见建行手机银行APP。,低优先级/垃圾
【菜鸟】您的快递(尾号7892)已由快递员小王投入B区蜂巢柜，取件码9527，请凭码取件。,中优先级
[钉钉] | 日报提醒 | 您今天的日报尚未提交，请在 20:00 前完成。,中优先级
飞书~ 日报提醒：今天是2023年11月2日，别忘了提交今天的工作日报哦。,中优先级
招商银行：尊敬的客户，您的优质信用已获批一笔专属备用金，额度高达5万元，点击 t.cn/A6M... 立即领取，免息券等您拿！回T退订,低优先级/垃圾
【中国建设银行】风控提醒：检测到您的账户有异常登录尝试，为保障您的资金安全，已临时冻结部分功能。如非本人操作，请立即致电95533。,高优先级
【设置】检测到新的iOS系统更新（iOS 17.1.1），包含重要的安全性修复。建议您连接Wi-Fi后下载并安装。,中优先级
微信支付：收款到账 ¥200.00，来自“张三”。交易时间：2分钟前。,高优先级
【携程旅行】尊敬的旅客，您预订的HU7801航班（北京-上海）即将开始办理登机，请尽快前往12号登机口。,高优先级
【招商银行】尊敬的客户，您的信用卡（尾号6671）于11月01日23:45在境外网站有一笔$99.9的授权请求，存在风险。如非本人操作，请立即致电95555。,高优先级
【招商银行】您尾号8841的信用卡于11月1日 14:30消费人民币199.00元，如非本人操作请立即致电。,高优先级
【未接来电】您有 1 个来自 “李总” 的未接来电。刚刚,中优先级
京东物流：您的订单(19875...)因交通管制将延迟派送，我们正加急处理，给您带来不便敬请谅解。,中优先级
【京东物流】抱歉，由于天气原因（暴雨），您的订单派送可能会有所延迟，我们将尽快为您安排，感谢您的理解。,中优先级
【中国移动】您的登录动态码为 662841，5分钟内有效。如非本人操作，请忽略。,高优先级
未接来电：您有 1 个来自 “老板” 的未接来电，时间：刚刚。,高优先级
【中国移动】流量加油包特惠！5G通用流量20GB仅需19.9元/月，回复“流量”立即办理，畅享高速网络！,低优先级/垃圾
【拼多多】劲爆！您的好友给您发来一个现金红包，仅限24小时内领取，戳我立即提现>> https://p.dd.com/xxxx 💰,低优先级/垃圾
您有 1 个来自 +86138****5678 的未接来电。 回拨 | 存为联系人 [刚刚],高优先级
[淘宝] 🔥双11预售开启！您关注的店铺“XX旗舰店”降价啦！超多优惠券等你抢，快来看看吧！,低优先级/垃圾
微信支付：支付凭证 | 商店：山姆会员商店 | 金额：¥688.00 | 交易时间：今天 14:30,高优先级
"【中国建设银行】您尾号为9527的建行龙卡信用卡于11月01日消费支出2,499.00元。非本人交易请立即致电95533。💳",高优先级
【招商银行】尊敬的客户，您的尊享消费备用金资格已生效，高达5万元额度，限时免息优惠！点击 t.cn/AbcDEf 立即领取。,低优先级/垃圾
电话：您有 1 个来自 189******** 的未接来电（5分钟前）。,高优先级
【淘宝】您购买的“猫粮”已签收，签收人：本人。期待您的评价哦～如果商品有任何问题，可联系卖家处理。🙂,中优先级
小红书：恭喜！您的笔记《周末探店Vlog》被用户“旅行的小蛙”等12人点赞了👍,低优先级/垃圾
【招商银行】🔥 “朝朝宝”新用户专享7日年化收益率高达3.5%！资金灵活，随取随用，点击链接了解详情：https://t.cmb.cn/xxxxx,低优先级/垃圾
云闪付: [退款通知] 您申请的关于订单号 20231101... 的退款 ¥89.90 已处理完成，预计1-3个工作日内原路退回您的支付账户。,中优先级
《原神》：亲爱的旅行者，3.2版本「虚空鼓动，劫火高扬」现已上线！全新角色、剧情与活动等待你的探索，立即登录领取原石奖励！,低优先级/垃圾
携程旅行 | 登机提醒：您预订的HU7801（北京-上海）航班即将开始登机，请尽快前往15号登机口。,高优先级
【菜鸟】您的快递(YT582039...)已由本人签收。感谢使用菜鸟，期待您对本次服务做出评价。🙂,中优先级
【中国联通】流量套餐升级推荐！每月仅需19元，即可升级至5G畅爽冰激凌套餐，含200G全国流量和1000分钟通话。回复“Y”办理。,低优先级/垃圾
小红书: [OTP] 你的验证码是 4590。此码用于身份验证，5分钟内有效。,高优先级
企业微信 | HR：【通知】关于2024年端午节放假安排已发布在公告，请各位同事查阅。,中优先级
【中国联通】尊敬的用户，您本月套餐内流量仅剩10%，超出后将按套外资费计算。办理加油包请点击 https://u.10010.cn/xxxx,中优先级
[微信] 李晓明在“高中同学吹水群”中@了你。,中优先级
【中通快递】您的包裹（尾号9011）因天气原因，预计将延迟1-2天送达，我们将尽快为您派送，请您谅解。,中优先级
日程提醒：产品迭代评审会 即将于 10 分钟后（14:00）在会议室「远航」开始。,高优先级
"【招商银行】您尾号8841的储蓄卡11月1日 15:02入账人民币5,200.00元，活期余额12,345.67元。",高优先级
钉钉 | [产品研发群]：@所有人 本周五下午的需求评审会因故改到下周一同样时间，请周知。,中优先级
【京东物流】派送异常提醒：由于交通管制，您的订单(JD00987654321)预计将延迟1天送达，给您带来不便敬请谅解。,中优先级
【招商银行】~理财季~ 邀您体验我行“朝朝宝”产品，七日年化收益率达2.5%，灵活申赎，点击 t.cn/AbcDEf 立即了解。回T退订。,低优先级/垃圾
【招商银行】尊敬的客户，您的信用额度可提升至5万元，办理E招贷享专属利率优惠，马上申请 https://t.cmb.cn/xxxx,低优先级/垃圾
【企业微信】张三提交的《市场部费用报销》审批单已通过，请知悉。,中优先级
美团: 【周末特惠】超级周末，美食5折起！您的20元无门槛红包已到账，快去下单吧！,低优先级/垃圾
妈妈：有个未接来电，请方便时回电。,高优先级
【原神】~亲爱的旅行者，您的登录动态码为：65482。该动态码10分钟内有效，请注意保密哦。,高优先级
【移动福利】5G套餐限时8折！现在升级，每月再送100分钟通话+10G定向流量！点 m.10086.cn/5g 办理，月底截止。,低优先级/垃圾
【美团外卖】超级会员神券到账！送您一张20-5元炸鸡券，今夜宜吃鸡！🍗 立即使用 >> meituan.com/hbg,低优先级/垃圾
【淘宝】双11爆款返场！您购物车里的宝贝“XXX品牌运动鞋”正在限时促销，仅剩最后3小时，错过等一年！[链接],低优先级/垃圾
来电提醒：您有1个来自“妈妈”的未接来电，回拨请按...,高优先级
【中国移动】尊敬的用户，您本月套餐内流量仅剩10%，为避免超额产生费用，建议您升级套餐或订购流量包。,中优先级
[小红书] 你关注的“美食博主小七”发布了新笔记：🔥挑战100元吃遍夜市！快来看看吧！,低优先级/垃圾
钉钉：日程提醒：『Q4 产品规划评审会』将于 10 分钟后在会议室 301 开始。请准时参加。,高优先级
Google：安全提醒，我们检测到您的 Google 帐户刚刚在一部新的 Windows 设备上登录。如果这不是您本人操作，请立即检查您的帐户活动。,中优先级
【抖音】您的验证码是 725041，用于登录验证，5分钟内有效。请勿泄露给他人。,高优先级
【京东】您的白条本月账单已出，可享3期免息分期，轻松还款无压力。更有PLUS会员专享福利等你来领！,低优先级/垃圾
【顺丰速运】您的快件(SF1029384756)派送异常，收件地址无人。请在2小时内联系派送员或点击链接改约时间。,高优先级
"【工商银行】您尾号为6211的银行卡账户资金发生变动，支出人民币 2,500.00元，当前余额 10,832.50元。",高优先级
iCloud：您的iCloud储存空间已满。为继续备份和同步，请升级您的储存空间方案或释放部分空间。,高优先级
企业微信 | HR：您提交的“请假申请-事假”已通过审批，请按时提交工作交接。,中优先级
系统通知：手机存储空间不足。剩余可用空间少于500MB，部分系统功能可能无法正常使用。请及时清理。,中优先级
【小红书】恭喜你获得一张「周末探店」专属优惠券，满50减5，快来看看附近有什么好吃的吧！🙂,低优先级/垃圾
[Google] 您的Google账号刚刚在北京的Chrome上登录。不是您本人操作？请立即检查您的活动。,中优先级
【中国移动】流量提醒：截至今日18:00，您本月套餐内高速流量仅剩800MB，超出后将限速。办理加油包请回复 Y。,中优先级
【中国移动】升5G，享好礼！现在回复“88”办理5G畅享套餐，每月仅需99元，还送200分钟通话和视频会员！退订回N。,低优先级/垃圾
您有2个来自 138****1234 的未接来电，请及时查看。 3分钟前,中优先级
【携程旅行】航班起飞提醒：尊敬的旅客，您预订的CA1832 北京-上海 航班计划于今天 15:30 起飞，请尽快前往T3航站楼K12登机口。,高优先级
滴滴出行 | 支付提醒：您有一笔 28.5 元的行程订单尚未支付，为避免影响您的信用，请及时处理。,高优先级
~未接来电~ 您有1个来自“老板”的未接来电。时间：刚刚,高优先级
【中国移动】5G套餐大升级！现在办理每月仅需59元享100GB流量+500分钟通话，点我办理，畅享极速网络！,低优先级/垃圾
"【中国建设银行】尊敬的客户，您尾号6821的龙卡信用卡本期账单金额为¥3,845.50，最后还款日为11月25日，请及时还款。💳",高优先级
系统通知：设备存储空间严重不足，可能会影响应用正常运行，请立即清理。,中优先级
建设银行：龙卡信用卡分期优惠来袭！账单分期手续费7折起，轻松还款无压力，即刻办理享好礼！,低优先级/垃圾
Apple ID - 您的 Apple ID 验证码是：756302。请勿与他人分享。,高优先级
【中通快递】您的快递(75...23)已由“本人”签收，感谢使用中通快递！点击查看签收详情 t.cn/xyz。🙂,中优先级
"【招商银行】您尾号8841的储蓄卡11月15日14:32入账人民币2,800.00元，活期余额15,231.50元。",高优先级
"钱包：您的信用卡（尾号9527）本期账单还款日为明天，应还金额¥3,456.78，请及时处理以免影响征信。",高优先级
[原神] 3.2版本「虚空鼓动，劫火高扬」现已上线！全新角色纳西妲、莱依拉登场，快来提瓦特大陆体验全新冒险！,低优先级/垃圾
【支付宝】您的账户于 19:05 成功收款 520.00 元。,高优先级
【Steam】您的 Steam 帐户的一次性登录码是 MFXT3,高优先级
企业微信 - 张三 在“产品设计评审群”中 @了你：@全体成员 需求文档已更新，请查收最终版。,中优先级
[淘宝] 🔥双11预热开启！您购物车里的宝贝正在打折，叠加超大额红包，全年最低价！错过等一年！,低优先级/垃圾
[iCloud] 您的iCloud储存空间已满。为继续备份和同步，请升级您的储存空间方案。,中优先级
手机管家：检测到“拼剪大师”在后台频繁消耗电量，建议立即清理以延长续航。,中优先级
【建设银行】理财推荐：我行新推出“稳健盈”系列理财产品，七日年化收益高达3.5%，手机银行即可购买，轻松理财。,低优先级/垃圾
【B站】您关注的UP主“老师好我叫何同学”更新了视频：《我们做了一台能打字的墨水屏...》,低优先级/垃圾
[QQ] (3) 相亲相爱一家人 | 妈妈：晚上回来吃饭吗？我做了你爱吃的红烧肉。,中优先级
【菜鸟】您的包裹已由“幸福小区南门菜鸟驿站”代收，取件码 3-4-5678。24小时内免费保管。,中优先级
飞书：张三在文档《新版UI设计稿评审》中评论了你：“这个icon的颜色可能需要再调整一下”,中优先级
Steam：Your Steam account one-time code is FGH7J.,高优先级
【网易云音乐】你的2023年度听歌报告已生成！快来看看谁是你的年度歌手，分享你的音乐故事吧！🎵,低优先级/垃圾
HR：@全体成员 关于2024年春节放假安排的通知已发布，请各位同事在企业公告栏查阅。,中优先级
微信支付：收款到账 ¥200.00。付款方：张三。时间：刚刚。,高优先级
未接来电：王经理，3分钟前,中优先级
【顺丰速运】快件(SF100...234)派送中，派件员：小张 188****8888，预计今天下午送达，请保持电话畅通。📦,中优先级
"【中国建设银行】您尾号为9527的储蓄卡活期账户入账人民币 8,500.00元，当前余额 12,345.67元。",高优先级
【中国移动】温馨提示：您本月套餐内高速流量仅剩512MB，超出后将按标准计费。建议订购流量叠加包，畅享网络。,中优先级
Apple ID：您的 Apple ID 验证码是：882510。请勿与任何人分享此验证码。,高优先级
【钉钉】群通知~@所有人 请注意：本周五下午茶已订好，15:30准时在一楼大厅领取。🙂,中优先级
"【招商银行】您尾号8841的储蓄卡15:32入账人民币5,000.00元，活期余额12,345.67元。",高优先级
【携程旅行】登机提醒：尊敬的旅客，您预订的HU7801航班（北京-上海）将于明天08:30起飞，建议您提前2小时到达机场办理值机。祝您旅途愉快！,高优先级
【企业微信】HR：@所有人 【重要通知】关于国庆节放假安排的通知已发布，请各位同事在公告栏查阅。,中优先级
【系统通知】存储空间不足。您的手机剩余存储空间已低于10%，部分系统功能可能无法正常使用。,中优先级
电话: 您有1个来自 +86 138****8888 的未接来电（3分钟前）。,高优先级
钱包：您的设备存储空间严重不足，可能会影响应用正常运行，请及时清理。,中优先级
携程旅行：[航班起飞提醒] 尊敬的旅客，您预订的CZ3101航班(深圳-北京)将于明天08:30起飞，建议您提前2小时到达机场办理登机手续。,高优先级
【携程旅行】尊敬的旅客，您预订的HU7603航班（北京-深圳）已开放值机，建议您提前在线办理，以免延误。✈️,高优先级
【招商银行】尊敬的客户，我行推出“随心分”消费分期业务，费率低至3折！详情点击 t.cn/xxxx 办理，退订回T,低优先级/垃圾
【携程旅行】航班起飞提醒：CA1832 北京-上海 计划于今天18:30起飞，请尽快前往B23登机口。,高优先级
QQ [相亲相爱一家人] 妈妈：儿子，晚上回来吃饭吗？我买了你爱吃的排骨。,中优先级
【哔哩哔哩】您的动态码为：654321，5分钟内有效。,高优先级
【菜鸟】您的快递已放入菜鸟驿站。取件码：1-5-8866。请凭码取件，如有疑问请联系站长。,中优先级
"【招商银行】您尾号8842的储蓄卡11月2日14:30支出人民币1,288.00元，摘要：POS消费。",高优先级
【京东物流】您的包裹已放入小区门口的京东快递柜，取件码：88-1234。请在24小时内凭码取出。,中优先级
钉钉 | 人事行政部：@所有人 关于2024年端午节放假安排的通知已发布，请各位同事查阅并做好工作安排。,中优先级
原神: 亲爱的旅行者，3.2版本「虚空鼓动，劫火高扬」现已开放，全新角色纳西妲登场，快来提瓦特大陆冒险吧！,低优先级/垃圾
微信支付：微信支付凭证，商家消费 ¥88.50，收款方：盒马鲜生(虹桥店)。时间：今天 19:05,高优先级
【淘宝】🎉618狂欢开启！您关注的店铺“XX旗舰店”全场3折起，更有海量红包雨等你来抢！立即进店->[链接],低优先级/垃圾
京东物流：您的订单【987654321】正在派送中，派送员：刘师傅，电话139********。请保持电话畅通，感谢您的耐心等待。,中优先级
京东物流：很抱歉，受暴雨天气影响，您的订单（119...876）预计将延迟1-2天送达，敬请谅解。📦,中优先级
"【招商银行】您尾号8841的储蓄卡11月15日14:32支出(快捷支付)¥199.00，活期余额10,245.50元。",高优先级
【抖音】您的登录动态码为 883129，该码5分钟内有效，请勿泄露。,高优先级
【Steam】Your one-time code is 7VBG9. This code is valid for 10 minutes. Do not share it with anyone.,高优先级
【京东物流】您购买的商品(订单号1988...)预计今天 14:00-18:00 送达，请准备收货。,中优先级
Steam：您的账户刚刚从位于北京的浏览器登录。这是您本人吗？,中优先级
"【招商银行】您尾号6821的储蓄卡于14:32成功入账人民币 ¥8,500.00，当前活期余额 ¥21,450.50。",高优先级
【Google】Your Google verification code is: 739082. Don't share it with anyone else.,高优先级
京东物流：[签收通知] 您在京东购买的商品（订单号123456789）已由本人签收，感谢您的惠顾。,中优先级
【招商银行】安全提醒：您的信用卡（尾号6211）于22:08在境外设备尝试登录，非本人操作请立即致电95559。,高优先级
企业微信 - 人事：【通知】关于2024年端午节放假安排的通知已在公告发布，请各位同事查阅并提前安排好工作。,中优先级
菜鸟: 包裹已放入菜鸟驿站，请凭取件码 1-1-1234 前往领取。24小时免费保管。,中优先级
携程旅行：尊敬的旅客，您预订的 CA1502 航班（北京-上海）即将于明天 08:00 起飞，请提前2小时到达机场办理登机手续。✈️,高优先级
电话：您有 1 个来自 138****5678 的未接来电。刚刚。,高优先级
QQ：“CSGO开黑小分队”(12条新消息) 老李：今晚有人上线吗？一起打几把，我刚买了新皮肤。,中优先级
【菜鸟】包裹派送中！您的快递(尾号3301)正在由快递员李师傅派送，请保持电话畅通，预计今天18:00前送达。📦,中优先级
"日程提醒：15分钟后开始 ""Q4 产品复盘会"" (腾讯会议: 832-119-xxx)。",高优先级
【中国移动】尊敬的客户，您的号码符合升级5G套餐的资格，现在升级每月仅需59元即可享30GB流量和200分钟通话，回复“SJ”立即办理！,低优先级/垃圾
【中国建设银行】龙卡信用卡分期钜惠！账单分期享手续费7折优惠，最高可分24期，减轻您的还款压力！详情... 退订TD,低优先级/垃圾
抖音：您关注的创作者 “科技犬” 发布了新视频：年度旗舰手机深度评测！,低优先级/垃圾
[飞书] HR Admin：您提交的“2023-11-13至2023-11-15”的年假申请已被主管驳回，原因：“项目冲刺阶段，请协调后重新提交”。,中优先级
【中国建设银行】龙卡信用卡积分兑好礼活动火热进行中！小积分，大用处，立即兑换星巴克、电影票等礼品！,低优先级/垃圾
【支付宝】您尾号8821的储蓄卡于15:32成功扣款 ¥158.00，用于美团外卖订单。如有疑问请联系客服。,高优先级
Steam: 您的动态令牌是 RTG5X。在登录时输入此 auth code。,高优先级
【支付宝】花呗邀您开启额度快充，最高可提额5000元！备用金限时免息，快来看看你的额度吧！,低优先级/垃圾
小红书：你关注的创作者“美食家阿王”回复了你的评论：“谢谢你的喜欢呀！”,中优先级
【顺丰速运】您的快件(SF10086XXXX)正在派送中，派件员：李师傅 13812345678。预计今天18:00前送达。📦,中优先级
"【支付宝】您尾号6821的储蓄卡成功向张三转账 ¥1,268.00元。对方将在2小时内到账。如有疑问请联系客服。",高优先级
【菜鸟】您的包裹已放入XX小区3栋楼下菜鸟驿站，取件码8-5-1234，请凭码取件，如有问题请联系站长。📦,中优先级
钉钉 | 人事：您提交的“2024-07-28 事假申请”已通过审批。当前状态：已同意。,中优先级
人事：您提交的【请假申请】已被王经理驳回，驳回理由：“项目关键期，请调整时间。”，请及时处理。,中优先级
美团：您的外卖订单（炸鸡汉堡）已由骑手接单，预计 30 分钟内送达。点击查看骑手实时位置。,中优先级
HR：【面试进度更新】尊敬的张三先生，您好！感谢您对我们公司的关注。经过综合评估，我们遗憾地通知您，您本次的面试未能通过。期待未来有机会再次合作。,中优先级
小红书：你关注的博主 “程序员小卡” 发布了新笔记：《面试官最爱问的10个算法题》...,低优先级/垃圾
飞书：王五 在 “Q3产品规划” 文档中 @了你。,中优先级
【系统】存储空间不足。您的手机剩余存储空间少于10%，部分系统功能可能无法正常使用。,中优先级
【菜鸟】您的快递(尾号4599)派送异常，因地址无人，将暂存至小区门口丰巢快递柜。取件码：88-6668。,中优先级
[微信支付] 微信支付收款到账通知。收款金额：¥8.50。付款方：一点点。时间：刚刚。,高优先级
[日程] 即将开始：【项目周会】。时间：今天 10:00-11:00，地点：3号会议室。,高优先级
【中国电信】尊敬的5G用户，为回馈老客户，现推出存50得150话费活动，活动仅限今天，立即参与：10001.cn/huodong,低优先级/垃圾
京东物流: 抱歉，由于道路交通管制，您购买的商品(订单110...789)预计将延迟1天送达，敬请谅解。,中优先级
日历提醒：30分钟后开始【项目A上线前最终评审会】。会议链接：https://meeting.tencent.com/s/xxxxxx,高优先级
企业微信：【系统升级通知】企业微信将于本周六凌晨 2:00-4:00 进行停机维护升级，期间部分服务可能中断，敬请谅解。,中优先级
[B站] 您关注的UP主“知识分享君”正在直播，快来围观吧！,低优先级/垃圾
【菜鸟】您的快递(尾号5543)已由本人签收。感谢使用中通快递，期待再次为您服务！🙂,中优先级
[原神] 亲爱的旅行者，4.7版本「纺织定命的画线」现已上线！全新角色克洛琳德、希格雯登场，快来提瓦特大陆体验全新冒险吧！🙂,低优先级/垃圾
[电话] 您有1个来自 +852 5*** **** 的未接来电。,中优先级
【中国移动】您正在申请“和多号”业务，短信动态码为 6678，有效期5分钟。,高优先级
【京东物流】异常提醒：您的订单987654321，因联系不上您，今日派送不成功。快递员明日将再次尝试联系，或请您主动联系18611112222。,中优先级
【携程旅行】尊敬的旅客，您预订的 11月5日 MU5101 上海-北京 航班已开放值机，建议您提前选座，以便获得更好的乘机体验。,中优先级
【建设银行】理财季特惠！我行新推出“稳健盈”系列理财产品，业绩比较基准高达4.5%，手机银行App立即抢购！,低优先级/垃圾
"【招商银行】您尾号6821的储蓄卡15:32支出(快捷支付)2,899.00元，可用余额10,500.21元。",高优先级
【美团外卖】神券到账！您有1张20-5元美食通用红包即将过期，超多大牌商家可用，快来犒劳下自己吧！🍔,低优先级/垃圾
微信支付 | 微信支付收款到账150.00元。来自“张三”的转账。刚刚。,高优先级
企业微信 | [项目A紧急通知群] 老板：@所有人 今晚8点临时加个会对一下明天的客户方案，收到请回复。,中优先级
未接来电：您有2个来自“妈妈”的未接来电。时间：5分钟前。,高优先级
[建设银行] 安全提示：您正在进行转账操作，手机银行动态码为 755201，请勿泄露给他人，谨防诈骗。,高优先级
【滴滴出行】行程安全提醒：您尾号为4567的亲友正在行程中，预计将于 22:30 到达目的地“三里屯SOHO”。,高优先级
飞书日历 | 提醒：“Q4产品复盘会” 将于10分钟后在会议室301开始。,高优先级
【招商银行】您尾号6821信用卡消费人民币128.50元，交易存在风险，若非本人操作请立即致电。,高优先级
【Bilibili】您关注的UP主“老师好我叫何同学”发布了新动态：测评了我们这代人的第一台... 点击查看>>,低优先级/垃圾
[QQ] [摸鱼技术交流群] (3分钟前) 群友“代码搬运工”分享了一个文件：“2023互联网八股文.pdf”,低优先级/垃圾
建设银行: ~理财推荐~ “乾元”系列稳健型理财产品火热发售中，七日年化收益率高达3.5%，立即体验财富增值！,低优先级/垃圾
淘宝-特价版：🔥百亿补贴！您关注的【AirPods Pro】降价50元，限时抢购仅需¥1299！错过等一年！https://m.tb.cn/xxxx,低优先级/垃圾
京东物流：【投递异常】很抱歉，您的订单（9876543210）因道路积水预计延迟送达，我们将尽快为您配送，请您谅解。,中优先级
【小米云服务】您的设备“Redmi K50”于 22:10 在上海市登录了小米云服务。如果不是您本人操作，请访问 i.mi.com 锁定设备。,中优先级
【中国移动】5G新套餐，流量加量不加价！升级您的套餐每月仅需19元，即可畅享10GB高速流量和会员权益！详情咨询10086。,低优先级/垃圾
【中国移动】验证码 815392，您正在登录“和彩云”网盘，5分钟内有效，请勿泄露。,高优先级
【淘宝】物流异常提醒：您购买的商品因天气原因可能延迟派送，预计延迟1-2天，敬请谅解。,中优先级
【中国建设银行】理财推荐：我行新推出“乾元”系列理财产品，业绩比较基准高达4.5%，风险等级R2，手机银行APP立即抢购！,低优先级/垃圾
[美团] 【现金红包】您有一个20元外卖红包待领取，点餐满50元可用，今天23:59前有效！速来领取👉,低优先级/垃圾
【美团】送您一张20-5元美食通用券，今晚夜宵就靠它了！🍕 限时24小时内使用，点击 https://meituan.com/h/xxxx 领取,低优先级/垃圾
电话：1个来自 “李工” 的未接来电。,中优先级
【中国建设银行】风控提醒：监测到您尾号9527的信用卡在境外网站有一笔可疑尝试消费，已被我行拦截。如非本人操作，建议立即换卡。,高优先级
飞书 - OKR助手：提醒，本季度的 OKR 进度更新将于本周五截止，请及时填写。,中优先级
【中国移动】5G套餐大升级！每月仅需59元享100G流量+500分钟通话，回复“88”立即办理，畅享极速网络！,低优先级/垃圾
【菜鸟】您的快递已到达XX小区北门菜鸟驿站，请凭取件码 5-23-8861 在营业时间内领取。,中优先级
【滴滴出行】您的好友正在邀请您助力！成功助力TA可得一张8折快车券，你也来试试吧！,低优先级/垃圾
中国移动 - ～温馨提示～截至今日18:00，您本月套餐内高速流量仅剩10%，超出后将按0.29元/MB计费。,中优先级
【招商银行】尊敬的客户，您的“e招贷”备用金额度已提升至50000元，年化利率低至3.65%，点击 t.cn/A6QxZ123 立即启用。,低优先级/垃圾
"支付宝：您的花呗账单已出，本月应还 2,541.30 元，最后还款日为下月9号，请及时还款以免影响信用。",高优先级
